angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.74,,"[258, 74, 102, 133]",,0.0,,0.04,,0.05,,0.12,,0.04,,0.01,
0.74,,"[258, 74, 102, 133]",,0.0,,0.04,,0.05,,0.12,,0.04,,0.01,
0.75,,"[260, 74, 102, 133]",,0.0,,0.04,,0.02,,0.15,,0.04,,0.01,
0.48,,"[264, 76, 101, 132]",,0.0,,0.04,,0.02,,0.41,,0.05,,0.0,
0.48,,"[264, 76, 101, 132]",,0.0,,0.04,,0.02,,0.41,,0.05,,0.0,
0.59,,"[267, 76, 100, 130]",,0.0,,0.03,,0.02,,0.32,,0.04,,0.0,
0.62,,"[279, 79, 92, 124]",,0.0,,0.05,,0.03,,0.24,,0.05,,0.0,
0.62,,"[279, 79, 92, 124]",,0.0,,0.05,,0.03,,0.24,,0.05,,0.0,
0.63,,"[282, 77, 92, 125]",,0.0,,0.05,,0.01,,0.26,,0.05,,0.0,
0.62,,"[271, 75, 105, 134]",,0.0,,0.01,,0.06,,0.28,,0.03,,0.0,
0.62,,"[271, 75, 105, 134]",,0.0,,0.01,,0.06,,0.28,,0.03,,0.0,
0.75,,"[279, 78, 97, 126]",,0.0,,0.02,,0.04,,0.17,,0.02,,0.0,
0.68,,"[282, 79, 97, 127]",,0.0,,0.03,,0.05,,0.22,,0.02,,0.0,
0.68,,"[282, 79, 97, 127]",,0.0,,0.03,,0.05,,0.22,,0.02,,0.0,
0.71,,"[284, 79, 100, 129]",,0.0,,0.03,,0.05,,0.18,,0.02,,0.0,
0.72,,"[288, 82, 99, 127]",,0.0,,0.02,,0.05,,0.19,,0.01,,0.0,
0.72,,"[288, 82, 99, 127]",,0.0,,0.02,,0.05,,0.19,,0.01,,0.0,
0.77,,"[285, 80, 102, 131]",,0.0,,0.02,,0.04,,0.15,,0.02,,0.0,
0.72,,"[287, 85, 100, 129]",,0.0,,0.02,,0.05,,0.18,,0.01,,0.01,
0.72,,"[287, 85, 100, 129]",,0.0,,0.02,,0.05,,0.18,,0.01,,0.01,
0.69,,"[288, 87, 100, 128]",,0.0,,0.03,,0.06,,0.21,,0.02,,0.0,
0.71,,"[287, 88, 101, 128]",,0.0,,0.02,,0.04,,0.21,,0.02,,0.0,
0.71,,"[287, 88, 101, 128]",,0.0,,0.02,,0.04,,0.21,,0.02,,0.0,
0.68,,"[287, 89, 100, 127]",,0.0,,0.03,,0.04,,0.23,,0.02,,0.0,
0.45,,"[288, 92, 93, 121]",,0.0,,0.05,,0.06,,0.42,,0.03,,0.0,
0.45,,"[288, 92, 93, 121]",,0.0,,0.05,,0.06,,0.42,,0.03,,0.0,
0.68,,"[285, 89, 97, 125]",,0.0,,0.03,,0.04,,0.23,,0.02,,0.0,
0.67,,"[280, 87, 97, 126]",,0.0,,0.03,,0.07,,0.21,,0.02,,0.0,
0.67,,"[280, 87, 97, 126]",,0.0,,0.03,,0.07,,0.21,,0.02,,0.0,
0.71,,"[276, 84, 101, 130]",,0.0,,0.02,,0.04,,0.19,,0.02,,0.0,
0.75,,"[278, 90, 90, 119]",,0.0,,0.06,,0.04,,0.1,,0.05,,0.0,
0.6,,"[266, 86, 102, 127]",,0.0,,0.03,,0.08,,0.24,,0.03,,0.0,
0.71,,"[266, 85, 102, 127]",,0.0,,0.03,,0.04,,0.18,,0.03,,0.0,
0.74,,"[260, 86, 99, 125]",,0.0,,0.03,,0.04,,0.14,,0.04,,0.0,
0.74,,"[260, 86, 99, 125]",,0.0,,0.03,,0.04,,0.14,,0.04,,0.0,
0.82,,"[261, 86, 96, 123]",,0.0,,0.02,,0.02,,0.09,,0.04,,0.0,
0.69,,"[258, 87, 95, 123]",,0.0,,0.07,,0.04,,0.15,,0.05,,0.0,
0.69,,"[258, 87, 95, 123]",,0.0,,0.07,,0.04,,0.15,,0.05,,0.0,
0.67,,"[257, 85, 97, 127]",,0.0,,0.06,,0.06,,0.14,,0.06,,0.0,
0.19,,"[256, 89, 99, 127]",,0.0,,0.12,,0.1,,0.43,,0.15,,0.0,
0.19,,"[256, 89, 99, 127]",,0.0,,0.12,,0.1,,0.43,,0.15,,0.0,
0.19,,"[259, 89, 98, 125]",,0.0,,0.15,,0.1,,0.36,,0.2,,0.0,
0.64,,"[259, 87, 100, 130]",,0.0,,0.07,,0.08,,0.15,,0.06,,0.0,
0.64,,"[259, 87, 101, 130]",,0.0,,0.07,,0.07,,0.16,,0.06,,0.0,
0.7,,"[261, 89, 100, 127]",,0.0,,0.09,,0.03,,0.11,,0.08,,0.0,
0.61,,"[264, 90, 102, 128]",,0.0,,0.09,,0.04,,0.17,,0.1,,0.0,
0.61,,"[264, 90, 102, 128]",,0.0,,0.09,,0.04,,0.17,,0.1,,0.0,
0.63,,"[267, 92, 100, 126]",,0.0,,0.08,,0.03,,0.16,,0.09,,0.0,
0.54,,"[266, 88, 103, 129]",,0.0,,0.1,,0.02,,0.21,,0.13,,0.0,
0.66,,"[265, 83, 105, 134]",,0.0,,0.07,,0.05,,0.16,,0.06,,0.0,
0.65,,"[268, 83, 102, 131]",,0.0,,0.07,,0.02,,0.17,,0.1,,0.0,
0.51,,"[265, 78, 107, 135]",,0.0,,0.06,,0.03,,0.31,,0.09,,0.0,
0.55,,"[268, 78, 103, 132]",,0.0,,0.06,,0.03,,0.24,,0.11,,0.0,
0.61,,"[265, 79, 107, 132]",,0.0,,0.06,,0.05,,0.22,,0.06,,0.0,
0.43,,"[274, 86, 103, 125]",,0.0,,0.13,,0.02,,0.18,,0.23,,0.01,
0.43,,"[274, 86, 103, 125]",,0.0,,0.13,,0.02,,0.18,,0.23,,0.01,
0.47,,"[274, 85, 104, 126]",,0.0,,0.13,,0.04,,0.13,,0.22,,0.01,
0.53,,"[273, 82, 102, 127]",,0.0,,0.2,,0.04,,0.14,,0.09,,0.0,
0.54,,"[273, 82, 102, 127]",,0.0,,0.2,,0.04,,0.14,,0.09,,0.0,
0.8,,"[271, 81, 100, 131]",,0.0,,0.09,,0.01,,0.05,,0.06,,0.0,
0.83,,"[268, 78, 106, 133]",,0.0,,0.05,,0.01,,0.04,,0.07,,0.0,
0.65,,"[270, 78, 103, 131]",,0.0,,0.1,,0.01,,0.08,,0.15,,0.0,
0.71,,"[267, 77, 104, 132]",,0.0,,0.1,,0.01,,0.06,,0.12,,0.0,
0.61,,"[270, 80, 99, 125]",,0.0,,0.15,,0.0,,0.04,,0.19,,0.0,
0.73,,"[265, 77, 103, 130]",,0.0,,0.1,,0.0,,0.02,,0.16,,0.0,
0.62,,"[262, 75, 104, 130]",,0.0,,0.14,,0.0,,0.02,,0.21,,0.0,
0.47,,"[256, 75, 103, 127]",,0.0,,0.07,,0.0,,0.04,,0.41,,0.0,
0.47,,"[256, 75, 103, 127]",,0.0,,0.07,,0.0,,0.04,,0.41,,0.0,
0.59,,"[250, 73, 106, 130]",,0.0,,0.08,,0.0,,0.02,,0.3,,0.0,
0.38,,"[244, 73, 106, 129]",,0.0,,0.13,,0.0,,0.04,,0.44,,0.0,
0.38,,"[244, 73, 106, 129]",,0.0,,0.13,,0.0,,0.04,,0.44,,0.0,
0.59,,"[241, 79, 103, 123]",,0.0,,0.11,,0.0,,0.04,,0.26,,0.0,
0.55,,"[239, 79, 102, 124]",,0.0,,0.08,,0.0,,0.05,,0.32,,0.0,
0.52,,"[237, 79, 102, 124]",,0.0,,0.09,,0.0,,0.06,,0.33,,0.0,
0.34,,"[234, 78, 104, 129]",,0.0,,0.12,,0.0,,0.03,,0.51,,0.0,
0.39,,"[234, 83, 103, 125]",,0.0,,0.14,,0.0,,0.04,,0.43,,0.0,
0.35,,"[228, 82, 110, 131]",,0.0,,0.12,,0.0,,0.04,,0.49,,0.0,
0.3,,"[233, 89, 103, 123]",,0.0,,0.14,,0.0,,0.05,,0.51,,0.0,
0.33,,"[233, 90, 103, 128]",,0.0,,0.1,,0.0,,0.05,,0.52,,0.0,
0.33,,"[233, 90, 103, 128]",,0.0,,0.1,,0.0,,0.05,,0.52,,0.0,
0.26,,"[231, 89, 105, 130]",,0.0,,0.11,,0.0,,0.08,,0.55,,0.0,
0.19,,"[230, 89, 106, 131]",,0.0,,0.08,,0.0,,0.06,,0.67,,0.0,
0.19,,"[230, 89, 106, 131]",,0.0,,0.08,,0.0,,0.06,,0.67,,0.0,
0.21,,"[231, 89, 105, 133]",,0.0,,0.05,,0.0,,0.04,,0.7,,0.0,
0.24,,"[229, 89, 106, 134]",,0.0,,0.04,,0.0,,0.05,,0.67,,0.0,
0.36,,"[229, 88, 106, 136]",,0.0,,0.02,,0.0,,0.04,,0.57,,0.0,
0.45,,"[229, 86, 107, 139]",,0.0,,0.02,,0.0,,0.06,,0.48,,0.0,
0.35,,"[225, 85, 113, 140]",,0.0,,0.01,,0.0,,0.05,,0.59,,0.0,
0.36,,"[227, 85, 110, 140]",,0.0,,0.02,,0.0,,0.04,,0.57,,0.0,
0.35,,"[228, 84, 111, 141]",,0.0,,0.02,,0.0,,0.05,,0.58,,0.0,
0.46,,"[230, 79, 110, 147]",,0.0,,0.01,,0.0,,0.09,,0.44,,0.0,
0.46,,"[230, 79, 110, 147]",,0.0,,0.01,,0.0,,0.09,,0.44,,0.0,
0.45,,"[230, 79, 113, 148]",,0.0,,0.02,,0.0,,0.07,,0.46,,0.0,
0.35,,"[229, 76, 117, 153]",,0.0,,0.02,,0.0,,0.08,,0.56,,0.0,
0.35,,"[229, 76, 117, 153]",,0.0,,0.02,,0.0,,0.08,,0.56,,0.0,
0.41,,"[228, 78, 120, 155]",,0.0,,0.03,,0.0,,0.12,,0.42,,0.01,
0.27,,"[230, 83, 116, 148]",,0.0,,0.06,,0.0,,0.08,,0.58,,0.0,
0.25,,"[231, 80, 116, 153]",,0.0,,0.03,,0.0,,0.11,,0.61,,0.0,
0.32,,"[229, 79, 120, 155]",,0.0,,0.01,,0.0,,0.11,,0.55,,0.0,
0.51,,"[230, 77, 123, 164]",,0.0,,0.02,,0.01,,0.17,,0.29,,0.0,
0.22,,"[232, 84, 122, 155]",,0.0,,0.05,,0.0,,0.08,,0.65,,0.0,
0.28,,"[234, 83, 120, 155]",,0.0,,0.02,,0.01,,0.1,,0.6,,0.0,
0.41,,"[235, 82, 124, 165]",,0.0,,0.04,,0.01,,0.17,,0.36,,0.0,
0.41,,"[235, 82, 124, 165]",,0.0,,0.04,,0.01,,0.17,,0.36,,0.0,
0.33,,"[234, 82, 125, 164]",,0.0,,0.04,,0.01,,0.13,,0.49,,0.0,
0.32,,"[233, 80, 127, 166]",,0.0,,0.04,,0.01,,0.12,,0.51,,0.0,
0.32,,"[233, 80, 127, 166]",,0.0,,0.04,,0.01,,0.12,,0.51,,0.0,
0.3,,"[233, 81, 127, 164]",,0.0,,0.04,,0.01,,0.14,,0.5,,0.0,
0.35,,"[233, 80, 127, 166]",,0.0,,0.04,,0.01,,0.15,,0.45,,0.0,
0.26,,"[233, 81, 127, 164]",,0.0,,0.04,,0.01,,0.14,,0.55,,0.0,
0.35,,"[231, 80, 127, 166]",,0.0,,0.04,,0.0,,0.13,,0.47,,0.0,
0.44,,"[232, 77, 128, 167]",,0.0,,0.02,,0.01,,0.09,,0.44,,0.0,
0.43,,"[231, 77, 129, 166]",,0.0,,0.02,,0.01,,0.08,,0.45,,0.0,
0.43,,"[229, 76, 133, 167]",,0.0,,0.02,,0.01,,0.08,,0.46,,0.0,
0.43,,"[230, 73, 134, 173]",,0.0,,0.02,,0.01,,0.16,,0.38,,0.0,
0.43,,"[230, 73, 134, 173]",,0.0,,0.02,,0.01,,0.16,,0.38,,0.0,
0.35,,"[230, 74, 134, 173]",,0.0,,0.03,,0.01,,0.14,,0.47,,0.0,
0.41,,"[231, 75, 132, 172]",,0.0,,0.02,,0.01,,0.19,,0.37,,0.0,
0.4,,"[231, 75, 132, 172]",,0.0,,0.02,,0.01,,0.19,,0.37,,0.0,
0.49,,"[231, 76, 132, 173]",,0.0,,0.03,,0.01,,0.17,,0.31,,0.0,
0.5,,"[230, 76, 133, 173]",,0.0,,0.03,,0.0,,0.18,,0.28,,0.0,
0.46,,"[230, 75, 136, 177]",,0.0,,0.03,,0.01,,0.23,,0.27,,0.0,
0.47,,"[231, 75, 135, 176]",,0.0,,0.03,,0.01,,0.22,,0.28,,0.0,
0.53,,"[230, 75, 136, 178]",,0.0,,0.02,,0.01,,0.22,,0.22,,0.0,
0.51,,"[230, 75, 136, 179]",,0.0,,0.02,,0.01,,0.23,,0.24,,0.0,
0.47,,"[229, 76, 137, 179]",,0.0,,0.02,,0.01,,0.24,,0.27,,0.0,
0.41,,"[227, 75, 142, 179]",,0.0,,0.02,,0.01,,0.22,,0.33,,0.0,
0.4,,"[227, 75, 142, 179]",,0.0,,0.02,,0.01,,0.23,,0.33,,0.0,
0.36,,"[229, 76, 141, 184]",,0.0,,0.02,,0.01,,0.25,,0.36,,0.0,
0.51,,"[228, 76, 141, 180]",,0.0,,0.02,,0.01,,0.15,,0.31,,0.0,
0.51,,"[228, 76, 141, 180]",,0.0,,0.02,,0.01,,0.15,,0.31,,0.0,
0.36,,"[230, 75, 144, 188]",,0.0,,0.02,,0.01,,0.32,,0.29,,0.0,
0.39,,"[229, 77, 143, 185]",,0.0,,0.05,,0.01,,0.23,,0.32,,0.0,
0.32,,"[227, 77, 145, 187]",,0.0,,0.04,,0.01,,0.29,,0.33,,0.0,
0.43,,"[226, 77, 145, 184]",,0.0,,0.03,,0.01,,0.2,,0.33,,0.0,
0.28,,"[228, 77, 146, 189]",,0.0,,0.04,,0.01,,0.29,,0.37,,0.0,
0.32,,"[229, 82, 144, 179]",,0.0,,0.06,,0.01,,0.21,,0.4,,0.0,
0.35,,"[230, 81, 145, 179]",,0.0,,0.06,,0.01,,0.26,,0.31,,0.0,
0.42,,"[230, 72, 149, 192]",,0.0,,0.03,,0.02,,0.26,,0.28,,0.0,
0.42,,"[230, 72, 149, 192]",,0.0,,0.03,,0.01,,0.25,,0.28,,0.0,
0.42,,"[232, 73, 148, 191]",,0.0,,0.03,,0.01,,0.18,,0.36,,0.0,
0.41,,"[231, 72, 155, 193]",,0.0,,0.03,,0.0,,0.2,,0.35,,0.0,
0.41,,"[231, 72, 155, 193]",,0.0,,0.03,,0.0,,0.2,,0.35,,0.0,
0.4,,"[231, 70, 155, 196]",,0.0,,0.03,,0.01,,0.24,,0.32,,0.0,
0.39,,"[233, 70, 151, 191]",,0.0,,0.02,,0.02,,0.19,,0.38,,0.0,
0.42,,"[235, 69, 155, 197]",,0.0,,0.02,,0.01,,0.27,,0.27,,0.0,
0.46,,"[236, 68, 150, 195]",,0.0,,0.03,,0.01,,0.25,,0.26,,0.0,
0.49,,"[237, 69, 149, 194]",,0.0,,0.03,,0.01,,0.22,,0.25,,0.0,
0.4,,"[235, 70, 150, 192]",,0.0,,0.03,,0.01,,0.25,,0.31,,0.0,
0.42,,"[232, 70, 154, 194]",,0.0,,0.03,,0.01,,0.23,,0.3,,0.0,
0.31,,"[231, 76, 151, 193]",,0.0,,0.04,,0.01,,0.28,,0.35,,0.0,
0.31,,"[231, 76, 151, 193]",,0.0,,0.04,,0.01,,0.28,,0.35,,0.0,
0.51,,"[229, 74, 152, 195]",,0.0,,0.03,,0.01,,0.16,,0.29,,0.0,
0.43,,"[222, 72, 156, 196]",,0.0,,0.02,,0.01,,0.31,,0.23,,0.0,
0.43,,"[222, 72, 156, 196]",,0.0,,0.02,,0.01,,0.31,,0.23,,0.0,
0.33,,"[225, 75, 159, 198]",,0.0,,0.04,,0.01,,0.28,,0.34,,0.0,
0.37,,"[222, 72, 155, 198]",,0.0,,0.03,,0.02,,0.3,,0.29,,0.0,
0.34,,"[224, 73, 155, 199]",,0.0,,0.02,,0.01,,0.31,,0.31,,0.0,
0.45,,"[222, 74, 159, 200]",,0.0,,0.05,,0.01,,0.23,,0.26,,0.0,
0.32,,"[220, 72, 160, 201]",,0.0,,0.02,,0.01,,0.31,,0.33,,0.0,
0.4,,"[217, 72, 163, 202]",,0.0,,0.04,,0.01,,0.28,,0.27,,0.0,
0.43,,"[216, 71, 163, 205]",,0.0,,0.04,,0.01,,0.25,,0.27,,0.0,
0.32,,"[215, 71, 162, 201]",,0.0,,0.03,,0.01,,0.26,,0.38,,0.0,
0.32,,"[215, 71, 162, 201]",,0.0,,0.03,,0.01,,0.26,,0.38,,0.0,
0.39,,"[214, 74, 162, 198]",,0.0,,0.04,,0.01,,0.26,,0.29,,0.0,
0.46,,"[215, 73, 162, 202]",,0.0,,0.04,,0.01,,0.21,,0.29,,0.0,
0.38,,"[212, 73, 165, 201]",,0.0,,0.03,,0.02,,0.29,,0.28,,0.0,
0.42,,"[213, 75, 160, 199]",,0.0,,0.05,,0.03,,0.25,,0.25,,0.0,
0.4,,"[213, 73, 164, 202]",,0.0,,0.04,,0.02,,0.25,,0.29,,0.0,
0.44,,"[214, 73, 164, 204]",,0.0,,0.07,,0.02,,0.15,,0.33,,0.0,
0.38,,"[212, 74, 166, 203]",,0.0,,0.08,,0.02,,0.18,,0.34,,0.0,
0.49,,"[213, 73, 166, 203]",,0.0,,0.05,,0.02,,0.16,,0.29,,0.0,
0.45,,"[212, 73, 167, 205]",,0.0,,0.06,,0.02,,0.18,,0.29,,0.0,
0.35,,"[214, 72, 166, 203]",,0.0,,0.06,,0.01,,0.27,,0.32,,0.0,
0.54,,"[213, 72, 168, 205]",,0.0,,0.05,,0.02,,0.19,,0.2,,0.0,
0.54,,"[213, 72, 168, 205]",,0.0,,0.05,,0.02,,0.19,,0.2,,0.0,
0.35,,"[214, 67, 167, 210]",,0.0,,0.03,,0.01,,0.32,,0.29,,0.0,
0.43,,"[214, 63, 168, 214]",,0.0,,0.03,,0.02,,0.28,,0.24,,0.0,
0.39,,"[213, 63, 168, 214]",,0.0,,0.03,,0.02,,0.31,,0.25,,0.0,
0.44,,"[213, 63, 170, 214]",,0.0,,0.03,,0.02,,0.29,,0.22,,0.0,
0.42,,"[216, 64, 173, 218]",,0.0,,0.02,,0.02,,0.33,,0.2,,0.0,
0.45,,"[216, 64, 171, 217]",,0.0,,0.02,,0.01,,0.31,,0.21,,0.0,
0.46,,"[215, 62, 171, 216]",,0.0,,0.02,,0.01,,0.25,,0.26,,0.0,
0.44,,"[211, 67, 176, 214]",,0.0,,0.02,,0.02,,0.33,,0.18,,0.0,
0.46,,"[216, 62, 176, 223]",,0.0,,0.02,,0.06,,0.32,,0.14,,0.0,
0.41,,"[211, 66, 177, 213]",,0.0,,0.03,,0.03,,0.38,,0.16,,0.0,
0.37,,"[213, 65, 177, 217]",,0.0,,0.02,,0.04,,0.43,,0.14,,0.0,
0.48,,"[213, 61, 178, 220]",,0.0,,0.01,,0.02,,0.34,,0.14,,0.0,
0.4,,"[211, 56, 176, 225]",,0.0,,0.01,,0.02,,0.36,,0.2,,0.0,
0.2,,"[195, 45, 189, 236]",,0.0,,0.01,,0.05,,0.7,,0.05,,0.0,
0.2,,"[195, 45, 189, 236]",,0.0,,0.01,,0.05,,0.7,,0.05,,0.0,
0.4,,"[208, 57, 177, 224]",,0.0,,0.01,,0.03,,0.4,,0.16,,0.0,
0.45,,"[209, 55, 182, 233]",,0.0,,0.02,,0.08,,0.36,,0.09,,0.0,
0.36,,"[206, 55, 179, 227]",,0.0,,0.01,,0.02,,0.43,,0.18,,0.0,
0.36,,"[205, 62, 179, 221]",,0.0,,0.03,,0.06,,0.38,,0.17,,0.0,
0.27,,"[206, 62, 180, 220]",,0.0,,0.02,,0.04,,0.55,,0.11,,0.0,
0.27,,"[205, 63, 177, 217]",,0.0,,0.02,,0.04,,0.53,,0.12,,0.0,
0.28,,"[203, 61, 179, 223]",,0.0,,0.02,,0.06,,0.49,,0.14,,0.0,
0.29,,"[205, 64, 179, 217]",,0.0,,0.03,,0.04,,0.5,,0.13,,0.0,
0.26,,"[205, 64, 178, 218]",,0.0,,0.03,,0.03,,0.53,,0.16,,0.0,
0.34,,"[208, 65, 173, 215]",,0.0,,0.03,,0.04,,0.46,,0.13,,0.0,
0.39,,"[211, 67, 175, 216]",,0.0,,0.03,,0.07,,0.39,,0.12,,0.0,
0.39,,"[211, 67, 175, 216]",,0.0,,0.03,,0.07,,0.39,,0.12,,0.0,
0.52,,"[211, 65, 176, 217]",,0.0,,0.02,,0.04,,0.3,,0.12,,0.0,
0.58,,"[213, 67, 177, 217]",,0.0,,0.01,,0.05,,0.3,,0.06,,0.0,
0.51,,"[205, 60, 189, 225]",,0.0,,0.02,,0.07,,0.3,,0.1,,0.0,
0.59,,"[211, 63, 186, 224]",,0.0,,0.01,,0.1,,0.25,,0.05,,0.0,
0.39,,"[210, 59, 179, 223]",,0.0,,0.01,,0.03,,0.41,,0.16,,0.0,
0.4,,"[211, 59, 178, 223]",,0.0,,0.01,,0.02,,0.44,,0.13,,0.0,
0.38,,"[212, 60, 179, 223]",,0.0,,0.01,,0.03,,0.46,,0.12,,0.0,
0.49,,"[210, 61, 193, 232]",,0.0,,0.01,,0.18,,0.26,,0.05,,0.0,
0.49,,"[210, 61, 193, 232]",,0.0,,0.01,,0.18,,0.27,,0.05,,0.0,
0.29,,"[209, 61, 183, 224]",,0.0,,0.01,,0.03,,0.53,,0.14,,0.0,
0.3,,"[207, 57, 187, 232]",,0.0,,0.0,,0.06,,0.52,,0.11,,0.01,
0.32,,"[207, 57, 187, 232]",,0.0,,0.01,,0.06,,0.5,,0.12,,0.01,
0.33,,"[201, 51, 198, 242]",,0.0,,0.0,,0.12,,0.48,,0.06,,0.0,
0.36,,"[206, 50, 191, 236]",,0.0,,0.01,,0.06,,0.44,,0.14,,0.0,
0.37,,"[205, 49, 192, 239]",,0.0,,0.01,,0.11,,0.43,,0.08,,0.0,
0.3,,"[206, 43, 190, 238]",,0.0,,0.0,,0.1,,0.54,,0.06,,0.0,
0.29,,"[208, 42, 187, 238]",,0.0,,0.0,,0.09,,0.53,,0.09,,0.0,
0.38,,"[208, 43, 188, 240]",,0.0,,0.0,,0.04,,0.49,,0.09,,0.0,
0.38,,"[208, 43, 188, 240]",,0.0,,0.0,,0.04,,0.48,,0.09,,0.0,
0.37,,"[206, 42, 191, 243]",,0.0,,0.0,,0.07,,0.46,,0.09,,0.0,
0.55,,"[200, 41, 202, 251]",,0.0,,0.0,,0.08,,0.31,,0.05,,0.0,
0.55,,"[200, 41, 202, 251]",,0.0,,0.0,,0.08,,0.31,,0.05,,0.0,
0.43,,"[202, 41, 201, 250]",,0.0,,0.01,,0.05,,0.45,,0.07,,0.0,
0.5,,"[203, 44, 199, 245]",,0.0,,0.01,,0.04,,0.34,,0.11,,0.0,
0.55,,"[202, 51, 201, 251]",,0.0,,0.01,,0.27,,0.14,,0.02,,0.0,
0.41,,"[205, 50, 199, 248]",,0.0,,0.01,,0.29,,0.26,,0.03,,0.0,
0.32,,"[209, 51, 194, 242]",,0.0,,0.01,,0.2,,0.43,,0.04,,0.0,
0.4,,"[208, 51, 191, 240]",,0.0,,0.02,,0.14,,0.34,,0.09,,0.01,
0.42,,"[207, 50, 192, 242]",,0.0,,0.01,,0.12,,0.36,,0.08,,0.01,
0.33,,"[204, 47, 194, 247]",,0.0,,0.01,,0.15,,0.42,,0.09,,0.0,
0.33,,"[204, 47, 194, 247]",,0.0,,0.01,,0.15,,0.42,,0.09,,0.0,
0.33,,"[207, 51, 194, 243]",,0.0,,0.01,,0.14,,0.43,,0.08,,0.01,
0.26,,"[210, 51, 195, 246]",,0.0,,0.01,,0.13,,0.52,,0.06,,0.01,
0.27,,"[210, 51, 195, 246]",,0.0,,0.01,,0.13,,0.52,,0.06,,0.01,
0.34,,"[210, 49, 196, 247]",,0.0,,0.01,,0.13,,0.42,,0.09,,0.01,
0.43,,"[208, 49, 194, 244]",,0.0,,0.01,,0.07,,0.37,,0.12,,0.01,
0.42,,"[200, 45, 202, 253]",,0.0,,0.01,,0.24,,0.26,,0.06,,0.0,
0.53,,"[205, 45, 199, 246]",,0.0,,0.01,,0.03,,0.29,,0.14,,0.0,
0.6,,"[204, 45, 200, 246]",,0.0,,0.01,,0.02,,0.22,,0.15,,0.0,
0.58,,"[204, 45, 198, 245]",,0.0,,0.01,,0.03,,0.26,,0.12,,0.0,
0.53,,"[199, 42, 205, 253]",,0.0,,0.01,,0.06,,0.28,,0.12,,0.0,
0.46,,"[201, 41, 204, 255]",,0.0,,0.01,,0.06,,0.36,,0.11,,0.0,
0.46,,"[201, 41, 204, 255]",,0.0,,0.01,,0.06,,0.37,,0.11,,0.0,
0.53,,"[201, 43, 202, 254]",,0.0,,0.01,,0.07,,0.28,,0.11,,0.0,
0.42,,"[205, 44, 198, 251]",,0.0,,0.01,,0.08,,0.38,,0.12,,0.0,
0.42,,"[205, 44, 198, 251]",,0.0,,0.01,,0.08,,0.38,,0.12,,0.0,
0.5,,"[211, 42, 198, 252]",,0.0,,0.01,,0.04,,0.34,,0.11,,0.0,
0.5,,"[213, 40, 195, 249]",,0.0,,0.01,,0.01,,0.41,,0.07,,0.0,
0.54,,"[212, 46, 199, 248]",,0.0,,0.01,,0.04,,0.29,,0.12,,0.0,
0.48,,"[207, 44, 203, 252]",,0.0,,0.01,,0.06,,0.35,,0.1,,0.0,
0.56,,"[205, 45, 204, 251]",,0.0,,0.01,,0.08,,0.24,,0.1,,0.0,
0.57,,"[206, 43, 205, 254]",,0.0,,0.01,,0.04,,0.29,,0.09,,0.0,
0.47,,"[205, 44, 205, 252]",,0.0,,0.01,,0.06,,0.34,,0.12,,0.0,
0.67,,"[212, 42, 199, 251]",,0.0,,0.01,,0.01,,0.23,,0.08,,0.0,
0.62,,"[212, 42, 198, 252]",,0.0,,0.01,,0.01,,0.27,,0.09,,0.0,
0.46,,"[210, 42, 201, 254]",,0.0,,0.0,,0.01,,0.44,,0.08,,0.0,
0.41,,"[201, 44, 207, 255]",,0.0,,0.01,,0.05,,0.41,,0.11,,0.01,
0.41,,"[201, 44, 207, 255]",,0.0,,0.01,,0.05,,0.42,,0.1,,0.01,
0.44,,"[202, 44, 206, 253]",,0.0,,0.0,,0.02,,0.45,,0.08,,0.0,
0.41,,"[200, 42, 209, 256]",,0.0,,0.01,,0.03,,0.47,,0.07,,0.0,
0.39,,"[201, 42, 210, 258]",,0.0,,0.01,,0.06,,0.43,,0.11,,0.01,
0.48,,"[201, 43, 208, 253]",,0.0,,0.01,,0.01,,0.35,,0.14,,0.01,
0.51,,"[203, 43, 209, 255]",,0.0,,0.01,,0.01,,0.24,,0.22,,0.01,
0.47,,"[202, 41, 209, 260]",,0.0,,0.01,,0.02,,0.31,,0.18,,0.01,
0.53,,"[195, 40, 215, 264]",,0.0,,0.01,,0.06,,0.32,,0.08,,0.0,
0.49,,"[200, 42, 208, 255]",,0.0,,0.01,,0.02,,0.32,,0.15,,0.0,
0.49,,"[200, 42, 208, 255]",,0.0,,0.01,,0.02,,0.32,,0.15,,0.0,
0.5,,"[201, 41, 209, 259]",,0.0,,0.02,,0.08,,0.27,,0.14,,0.01,
0.51,,"[201, 37, 212, 258]",,0.0,,0.01,,0.01,,0.35,,0.11,,0.01,
0.51,,"[201, 37, 212, 258]",,0.0,,0.01,,0.01,,0.35,,0.11,,0.01,
0.49,,"[201, 30, 212, 269]",,0.0,,0.01,,0.04,,0.29,,0.17,,0.0,
0.61,,"[202, 34, 212, 268]",,0.01,,0.02,,0.08,,0.15,,0.12,,0.01,
0.72,,"[205, 33, 210, 267]",,0.0,,0.02,,0.03,,0.13,,0.09,,0.01,
0.67,,"[207, 32, 210, 267]",,0.0,,0.01,,0.05,,0.18,,0.09,,0.01,
0.66,,"[211, 31, 208, 268]",,0.0,,0.01,,0.03,,0.2,,0.09,,0.01,
